ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY MIDSMALL HEALTHCARE
NEULANDLAB
APLLTD
MANKIND
LAURUSLABS
GRANULES
PPLPHARMA
FORTIS
MAXHEALTH
SYNGENE
MEDANTA
NATCOPHARM
JBCHEPHARM
GLAND
LUPIN
BIOCON
GLENMARK
AUROPHARMA
ALKEM
AJANTPHARM
RAINBOW
IPCALAB
COHANCE
NH
KIMS
POLYMED
ABBOTINDIA
LALPATHLAB
ASTERDM
GLAXO
PFIZER
