ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY TOTAL MARKET
NEULANDLAB
OLAELEC
JPPOWER
ANANDRATHI
ABDL
GODFRYPHLP
IDEA
ALIVUS
PEL
AHLUCONT
SAILIFE
USHAMART
HEG
VIPIND
SPANDANA
BLUEJET
INDIAMART
CEATLTD
APLLTD
SUPRAJIT
CARTRADE
MANKIND
TEGA
GRAPHITE
LAURUSLABS
SUPRIYA
EMCURE
BEML
BSE
UJJIVANSFB
ZEEL
GRANULES
BOSCHLTD
HSCL
PPLPHARMA
SHOPERSTOP
PARADEEP
KEI
ECLERX
IFCI
BANCOINDIA
WOCKPHARMA
ENDURANCE
RELINFRA
RRKABEL
J&KBANK
OIL
EMUDHRA
SOBHA
RALLIS
CESC
INNOVACAP
GODIGIT
REDINGTON
ADANIGREEN
GMMPFAUDLR
FORTIS
ETERNAL
TORNTPHARM
HINDZINC
DBREALTY
PAYTM
ASHOKLEY
JMFINANCIL
IONEXCHANG
STAR
MAXHEALTH
VMM
MARKSANS
FINEORG
PRUDENT
HATHWAY
MINDACORP
NAVA
SYNGENE
AVALON
WAAREEENER
GABRIEL
YATHARTH
BAJAJHLDNG
JUBLPHARMA
PGIL
AMBER
GODREJPROP
COROMANDEL
UNIONBANK
POLICYBZR
SAMHI
BLUEDART
PGEL
SCHAEFFLER
CSBBANK
MCX
CONCORDBIO
TBOTEK
VBL
NIVABUPA
ERIS
SWIGGY
GICRE
MEDANTA
BRIGADE
NETWORK18
CHALET
TATACHEM
CYIENT
WELENT
AIAENG
NETWEB
TVSMOTOR
ANANTRAJ
YESBANK
TATAELXSI
CUB
HYUNDAI
CAMPUS
CARBORUNIV
SUDARSCHEM
NATCOPHARM
TIMETECHNO
AURIONPRO
BLUESTARCO
PRESTIGE
SWSOLAR
ATUL
BANSALWIRE
JSWHL
TARIL
AADHARHFC
AARTIDRUGS
JBCHEPHARM
GLAND
STLTECH
TDPOWERSYS
INTELLECT
HEIDELBERG
SHAREINDIA
BALUFORGE
LUPIN
FEDERALBNK
ACI
CHAMBLFERT
ICICIPRULI
VENUSPIPES
CLEAN
LODHA
STYLAMIND
PHOENIXLTD
NAUKRI
CANBK
ABREL
MOTHERSON
FORCEMOT
BANKBARODA
FIEMIND
TEJASNET
KNRCON
CAMS
SONACOMS
POLYCAB
ELECON
IGIL
PETRONET
FIRSTCRY
JKTYRE
KTKBANK
MAHSEAMLES
DODLA
NCC
JAIBALAJI
CASTROLIND
ASTRAL
JSWENERGY
THOMASCOOK
TATAPOWER
IDBI
BIOCON
HFCL
WESTLIFE
TRITURBINE
GLENMARK
UPL
DLF
TITAN
VEDL
CROMPTON
CREDITACC
TI
AUROPHARMA
UTIAMC
AVL
NYKAA
NUVAMA
NEOGEN
KPIGREEN
DCMSHRIRAM
GOKEX
AGI
HDFCLIFE
SIEMENS
FIVESTAR
ALKEM
PERSISTENT
SPARC
MAXESTATES
CGPOWER
ONGC
WELCORP
GRASIM
PAGEIND
OFSS
SUNTV
IFBIND
MUTHOOTFIN
MEDPLUS
M&MFIN
ARE&M
KAJARIACER
RPOWER
IXIGO
KEC
JCHAC
GAIL
AJANTPHARM
GMRAIRPORT
GRINFRA
ADANIPOWER
PNBHOUSING
RAINBOW
IRB
WEBELSOLAR
ALKYLAMINE
INDUSINDBK
KIRLOSENG
SUNDARMFIN
SOUTHBANK
GREAVESCOT
ARVIND
SBILIFE
JKCEMENT
APARINDS
GARFIBRES
DIXON
TITAGARH
ABSLAMC
COALINDIA
ALOKINDS
PNGJL
EXIDEIND
ADANIENT
MAPMYINDIA
EIEL
NHPC
ITI
ACUTAAS
TATATECH
SUNTECK
MFSL
JSL
TRANSRAILL
SONATSOFTW
HONAUT
CGCL
SANSERA
GHCL
RADICO
HIKAL
TIPSMUSIC
GREENPANEL
M&M
UNOMINDA
IIFL
HEROMOTOCO
SJVN
IKS
ITC
AMBUJACEM
CENTURYPLY
SUNPHARMA
KALYANKJIL
ABCAPITAL
JUBLFOOD
EPIGRAL
ADANIENSOL
VSTIND
JKIL
ANUP
SYRMA
SHYAMMETL
AARTIIND
IPCALAB
PNCINFRA
VOLTAS
SYMPHONY
PNB
INGERRAND
BLACKBUCK
NUVOCO
FLUOROCHEM
PATANJALI
JYOTICNC
EPL
KFINTECH
ATGL
COHANCE
ASKAUTOLTD
BAYERCROP
PRSMJOHNSN
PREMIERENE
AARTIPHARM
KPIL
HAL
NAM-INDIA
MAHABANK
CELLO
SAGILITY
LTF
SHILPAMED
LICHSGFIN
SEQUENT
SANOFI
INDIANB
GATEWAY
DATAPATTNS
BANKINDIA
CAPLIPOINT
KAYNES
ZFCVINDIA
APOLLOHOSP
COLPAL
TIMKEN
COFORGE
WHIRLPOOL
UNITDSPR
SHRIRAMFIN
JSWSTEEL
IEX
CIGNITITEC
NH
KIMS
GPPL
TTML
TATASTEEL
SENCO
BSOFT
INDIGO
GANECOS
ALLCARGO
ASTRAMICRO
DCBBANK
LINDEINDIA
VMART
HUDCO
DATAMATICS
TANLA
GRWRHITECH
CANFINHOME
ULTRACEMCO
BRITANNIA
CRISIL
OPTIEMUS
JAICORPLTD
PTCIL
BIRLACORPN
MARICO
ELGIEQUIP
RAIN
GOPAL
BAJAJ-AUTO
PIIND
INOXWIND
SUMICHEM
MSUMI
HINDCOPPER
ORCHPHARMA
CHENNPETRO
DEVYANI
GESHIP
ICICIGI
RVNL
ADANIPORTS
NBCC
TIINDIA
CRAFTSMAN
NMDC
TEAMLEASE
BHARTIARTL
SBIN
NESCO
SAIL
RHIM
MOTILALOFS
MANAPPURAM
MMTC
GAEL
UCOBANK
ISGEC
IMFA
BEPL
NATIONALUM
KARURVYSYA
GMRP&UI
VESUVIUS
SUNDRMFAST
ICICIBANK
POLYMED
RITES
INDGN
3MINDIA
BATAINDIA
DHANI
MRF
JSWINFRA
CONCOR
EIDPARRY
SIGNATURE
JINDALSAW
SBCL
INDIGOPNTS
ANGELONE
KPITTECH
HDFCBANK
SUPREMEIND
VIJAYA
ABFRL
BECTORFOOD
INDIACEM
AXISBANK
HINDUNILVR
NLCINDIA
IRCON
HEMIPROP
KANSAINER
RAYMONDLSL
VAIBHAVGBL
THANGAMAYL
TATACOMM
EDELWEISS
CIPLA
HOMEFIRST
BOROLTD
VGUARD
FINPIPE
RAJESHEXPO
SAPPHIRE
JUBLINGREA
JYOTHYLAB
GREENPLY
HAVELLS
SHREECEM
POONAWALLA
EMAMILTD
BALKRISIND
ROUTE
BANDHANBNK
NAZARA
GILLETTE
POWERGRID
DRREDDY
ABBOTINDIA
LXCHEM
BPCL
PATELENG
JINDALSTEL
CMSINFO
NIACL
HDFCAMC
PAISALO
RATEGAIN
AEGISLOG
ZYDUSWELL
JBMA
APLAPOLLO
BHEL
IRCTC
MARUTI
ACC
AWL
PTC
NTPC
INDUSTOWER
ZAGGLE
SFL
SHAILY
SULA
TRIVENI
IOC
EASEMYTRIP
IGL
CENTRALBK
JSFB
BHARATFORG
RAILTEL
SAFARI
EIHOTEL
UBL
LUXIND
CHOLAFIN
GODREJIND
POWERINDIA
AKZOINDIA
BEL
NESTLEIND
METROPOLIS
INOXINDIA
JWL
VOLTAMP
INFIBEAM
SHAKTIPUMP
360ONE
EQUITASBNK
TORNTPOWER
GRAVITA
ASHOKA
FCL
RECLTD
JINDWORLD
GSFC
ASTRAZEN
RCF
REFEX
CDSL
TATACONSUM
DBL
IREDA
CUMMINSIND
SKFINDIA
MAHLIFE
ETHOSLTD
AETHER
RELIANCE
MRPL
CIEINDIA
GNFC
NFL
HINDALCO
LTFOODS
AFCONS
KSL
RBLBANK
RENUKA
MAHSCOOTER
STARCEMENT
KOTAKBANK
MGL
LICI
SWANENERGY
MANYAVAR
RBA
IOB
SUZLON
UNIMECH
INDIAGLYCO
POLYPLEX
DIVISLAB
DALBHARAT
JKLAKSHMI
SKIPPER
NOCIL
THERMAX
FINCABLES
HCC
BAJAJHFL
LALPATHLAB
IIFLCAPS
SRF
GMDCLTD
PRAJIND
GUJGASLTD
LLOYDSME
HAPPSTMNDS
ARVINDFASN
MPHASIS
DABUR
CERA
BAJAJFINSV
IRFC
DELHIVERY
MSTCLTD
ICIL
JUSTDIAL
LEMONTREE
BASF
DEEPAKFERT
BAJAJHIND
AKUMS
IMAGICAA
LTIM
ITDCEM
MASTEK
JAMNAAUTO
ORISSAMINE
BBL
SANOFICONR
DCAL
RESPONIND
ZYDUSLIFE
LATENTVIEW
BIKAJI
VTL
TRENT
ESCORTS
TARC
ROSSARI
PVRINOX
BALRAMCHIN
PFC
IDFCFIRSTB
DOMS
STARHEALTH
TATAINVEST
HERITGFOOD
PRICOLLTD
BBTC
ENGINERSIN
KPRMILL
MOIL
APOLLOTYRE
TATAMOTORS
GULFOILLUB
ASTERDM
OLECTRA
EUREKAFORB
CHEMPLASTS
FACT
DEEPAKNTR
WONDERLA
INDHOTEL
FSL
NEWGEN
PIDILITIND
APTUS
TCS
AAVAS
BLS
GODREJAGRO
KSCL
CHOLAHLDNG
GANESHHOUC
PARKHOTELS
DMART
ZENSARTECH
EICHERMOT
HONASA
EMIL
SBICARD
WELSPUNLIV
DCXINDIA
LT
JKPAPER
ACE
MTARTECH
JISLJALEQS
TRIDENT
GSPL
BHARTIHEXA
ASIANPAINT
CEIGALL
RELIGARE
BOMDYEING
TVSSCS
PCJEWELLER
BAJFINANCE
SBFC
GODREJCP
SOLARINDS
MANINFRA
HCLTECH
ENTERO
INDIASHLTR
INFY
AFFLE
RAMCOCEM
LTTS
SAREGAMA
ACMESOLAR
RAYMOND
SHRIPISTON
WIPRO
ASAHIINDIA
CYIENTDLM
TIRUMALCHM
HINDPETRO
HGINFRA
KIRLOSBROS
NSLNISP
HCG
BALAMINES
INOXGREEN
AIIL
GLAXO
KSB
SCHNEIDER
SUBROS
TECHM
OBEROIRLTY
AWFIS
VARROC
ABB
HBLENGINE
PFIZER
BDL
DYNAMATECH
PCBL
KIRLPNU
NTPCGREEN
ORIENTCEM
FDC
MAZDOCK
RKFORGE
REDTAPE
LLOYDSENGG
JIOFIN
AUBANK
BORORENEW
VENTIVE
SCI
ZENTEC
WABAG
NAVINFLUOR
GVT&D
LMW
CHOICEIN
LLOYDSENT
SUNFLAG
RTNPOWER
SAMMAANCAP
PARAS
CCL
GPIL
AZAD
TEXRAIL
POWERMECH
TIIL
KRBL
ELECTCAST
MIDHANI
COCHINSHIP
BERGEPAINT
JTLIND
SARDAEN
AVANTIFEED
EMBDL
PRINCEPIPE
SURYAROSNI
ADVENZYMES
RTNINDIA
TECHNOE
GRSE
SHARDACROP
