ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY INDIA MANUFACTURING
BOSCHLTD
HSCL
KEI
TORNTPHARM
HINDZINC
ASHOKLEY
COROMANDEL
TATACHEM
AIAENG
TVSMOTOR
HYUNDAI
BLUESTARCO
LUPIN
ABREL
MOTHERSON
TEJASNET
SONACOMS
POLYCAB
CASTROLIND
ASTRAL
UPL
VEDL
CROMPTON
AUROPHARMA
SIEMENS
ALKEM
CGPOWER
PAGEIND
DIXON
EXIDEIND
HONAUT
M&M
HEROMOTOCO
SUNPHARMA
VOLTAS
FLUOROCHEM
HAL
KAYNES
JSWSTEEL
TATASTEEL
LINDEINDIA
BAJAJ-AUTO
PIIND
HINDCOPPER
TIINDIA
MRF
SUPREMEIND
CIPLA
HAVELLS
BALKRISIND
DRREDDY
BPCL
JINDALSTEL
APLAPOLLO
BHEL
MARUTI
IOC
BHARATFORG
BEL
CUMMINSIND
RELIANCE
HINDALCO
SUZLON
DIVISLAB
SRF
ZYDUSLIFE
ESCORTS
KPRMILL
TATAMOTORS
DEEPAKNTR
PIDILITIND
EICHERMOT
SOLARINDS
ABB
MAZDOCK
COCHINSHIP
