ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY MIDSMALL INDIA CONSUMPTION
IDEA
MANKIND
ZEEL
FORTIS
MAXHEALTH
GODREJPROP
BRIGADE
BLUESTARCO
PRESTIGE
PHOENIXLTD
CROMPTON
NYKAA
ALKEM
PAGEIND
KAJARIACER
DIXON
RADICO
KALYANKJIL
JUBLFOOD
VOLTAS
PATANJALI
COLPAL
MARICO
EMAMILTD
ABBOTINDIA
IRCTC
UBL
TORNTPOWER
OBEROIRLTY
BERGEPAINT
