ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY MOBILITY
BOSCHLTD
ETERNAL
ASHOKLEY
SCHAEFFLER
TVSMOTOR
MOTHERSON
SONACOMS
PETRONET
GAIL
GMRAIRPORT
M&M
HEROMOTOCO
ATGL
INDIGO
BAJAJ-AUTO
ADANIPORTS
TIINDIA
MRF
CONCOR
BALKRISIND
BPCL
IRCTC
MARUTI
IOC
IGL
BHARATFORG
RELIANCE
TATAMOTORS
EICHERMOT
HINDPETRO
