ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY ALPHA QUALITY VALUE LOW-VOLATILITY 30
BOSCHLTD
PETRONET
ALKEM
PAGEIND
OFSS
COALINDIA
HEROMOTOCO
ITC
SUNPHARMA
COLPAL
BRITANNIA
MARICO
BAJAJ-AUTO
ICICIBANK
HDFCBANK
HINDUNILVR
CIPLA
DRREDDY
BPCL
HDFCAMC
MARUTI
NESTLEIND
ZYDUSLIFE
TCS
EICHERMOT
ASIANPAINT
HCLTECH
INFY
WIPRO
TECHM
