ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY200 ALPHA 30
BSE
ETERNAL
PAYTM
MAXHEALTH
POLICYBZR
LUPIN
NAUKRI
GLENMARK
UPL
HDFCLIFE
PERSISTENT
MUTHOOTFIN
DIXON
MFSL
KALYANKJIL
JUBLFOOD
COFORGE
UNITDSPR
SHRIRAMFIN
INDIGO
BHARTIARTL
CHOLAFIN
BEL
DIVISLAB
TRENT
INDHOTEL
SBICARD
BAJFINANCE
SOLARINDS
MAZDOCK
