ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY INDIA DIGITAL
IDEA
INDIAMART
ETERNAL
PAYTM
POLICYBZR
SWIGGY
CYIENT
TATAELXSI
INTELLECT
NAUKRI
NYKAA
PERSISTENT
OFSS
TATATECH
SONATSOFTW
COFORGE
BSOFT
BHARTIARTL
KPITTECH
TATACOMM
IRCTC
MPHASIS
LTIM
TCS
HCLTECH
INFY
AFFLE
LTTS
WIPRO
TECHM
