ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY MIDSMALL IT & TELECOM
IDEA
CYIENT
TATAELXSI
INTELLECT
TEJASNET
HFCL
PERSISTENT
OFSS
TATATECH
SONATSOFTW
COFORGE
BSOFT
KPITTECH
TATACOMM
INDUSTOWER
MPHASIS
ZENSARTECH
BHARTIHEXA
AFFLE
LTTS
