ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY200 QUALITY 30
HINDZINC
TATAELXSI
POLYCAB
PERSISTENT
PAGEIND
OFSS
COALINDIA
HEROMOTOCO
ITC
HAL
COLPAL
BRITANNIA
MARICO
BAJAJ-AUTO
KPITTECH
HINDUNILVR
HAVELLS
BPCL
HDFCAMC
IRCTC
IGL
BEL
NESTLEIND
CUMMINSIND
LTIM
PIDILITIND
TCS
ASIANPAINT
HCLTECH
INFY
