ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY500 VALUE 50
PEL
ZEEL
OIL
CESC
REDINGTON
UNIONBANK
TATACHEM
CUB
HYUNDAI
FEDERALBNK
CHAMBLFERT
CANBK
BANKBARODA
PETRONET
NCC
UPL
VEDL
ONGC
GRASIM
GAIL
INDUSINDBK
COALINDIA
IIFL
PNB
MAHABANK
LICHSGFIN
INDIANB
BANKINDIA
TATASTEEL
GESHIP
NMDC
SBIN
SAIL
MANAPPURAM
NATIONALUM
KARURVYSYA
JINDALSAW
BANDHANBNK
POWERGRID
BPCL
NTPC
IOC
RECLTD
HINDALCO
RBLBANK
MGL
PFC
TATAMOTORS
HINDPETRO
SAMMAANCAP
