ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY MIDSMALL FINANCIAL SERVICES
PEL
BSE
PAYTM
UNIONBANK
POLICYBZR
MCX
YESBANK
FEDERALBNK
CAMS
MUTHOOTFIN
M&MFIN
SUNDARMFIN
MFSL
ABCAPITAL
LTF
LICHSGFIN
INDIANB
BANKINDIA
IEX
HUDCO
MANAPPURAM
ANGELONE
POONAWALLA
BANDHANBNK
HDFCAMC
CDSL
RBLBANK
IDFCFIRSTB
SBICARD
AUBANK
