ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY ALPHA QUALITY LOW-VOLATILITY 30
BOSCHLTD
TORNTPHARM
PAGEIND
OFSS
HEROMOTOCO
ITC
SUNPHARMA
COLPAL
UNITDSPR
BRITANNIA
MARICO
BAJAJ-AUTO
ICICIBANK
HINDUNILVR
SHREECEM
DRREDDY
MARUTI
BEL
NESTLEIND
DIVISLAB
DABUR
ZYDUSLIFE
PIDILITIND
TCS
EICHERMOT
SBICARD
ASIANPAINT
BAJFINANCE
HCLTECH
INFY
