ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY 100
BOSCHLTD
ADANIGREEN
ETERNAL
TORNTPHARM
BAJAJHLDNG
VBL
SWIGGY
TVSMOTOR
HYUNDAI
ICICIPRULI
LODHA
NAUKRI
CANBK
MOTHERSON
BANKBARODA
JSWENERGY
TATAPOWER
DLF
TITAN
VEDL
HDFCLIFE
SIEMENS
CGPOWER
ONGC
GRASIM
GAIL
ADANIPOWER
INDUSINDBK
SBILIFE
COALINDIA
ADANIENT
M&M
HEROMOTOCO
ITC
AMBUJACEM
SUNPHARMA
ADANIENSOL
PNB
HAL
APOLLOHOSP
UNITDSPR
SHRIRAMFIN
JSWSTEEL
TATASTEEL
INDIGO
ULTRACEMCO
BRITANNIA
BAJAJ-AUTO
ICICIGI
ADANIPORTS
BHARTIARTL
SBIN
ICICIBANK
HDFCBANK
AXISBANK
HINDUNILVR
CIPLA
HAVELLS
SHREECEM
POWERGRID
DRREDDY
BPCL
JINDALSTEL
MARUTI
NTPC
IOC
CHOLAFIN
BEL
NESTLEIND
RECLTD
TATACONSUM
RELIANCE
HINDALCO
KOTAKBANK
LICI
DIVISLAB
BAJAJHFL
DABUR
BAJAJFINSV
IRFC
LTIM
ZYDUSLIFE
TRENT
PFC
TATAMOTORS
INDHOTEL
PIDILITIND
TCS
DMART
EICHERMOT
LT
ASIANPAINT
BAJFINANCE
GODREJCP
HCLTECH
INFY
WIPRO
TECHM
ABB
JIOFIN
