ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY TOP 20 EQUAL WEIGHT
TITAN
M&M
ITC
SUNPHARMA
BHARTIARTL
SBIN
ICICIBANK
HDFCBANK
AXISBANK
HINDUNILVR
MARUTI
RELIANCE
KOTAKBANK
TATAMOTORS
TCS
LT
ASIANPAINT
BAJFINANCE
HCLTECH
INFY
