ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY FINANCIAL SERVICES
ICICIPRULI
HDFCLIFE
MUTHOOTFIN
SBILIFE
LICHSGFIN
SHRIRAMFIN
ICICIGI
SBIN
ICICIBANK
HDFCBANK
AXISBANK
HDFCAMC
CHOLAFIN
RECLTD
KOTAKBANK
BAJAJFINSV
PFC
SBICARD
BAJFINANCE
JIOFIN
