ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY SMALLCAP250 MOMENTUM QUALITY 100
NEULANDLAB
ANANDRATHI
GODFRYPHLP
USHAMART
INDIAMART
CEATLTD
BEML
HSCL
ECLERX
REDINGTON
NAVA
AMBER
PGEL
MCX
ERIS
CYIENT
ANANTRAJ
NATCOPHARM
INTELLECT
CHAMBLFERT
ABREL
CAMS
ELECON
MAHSEAMLES
NCC
CASTROLIND
HFCL
TRITURBINE
CROMPTON
CREDITACC
UTIAMC
WELCORP
ARE&M
PNBHOUSING
TITAGARH
SONATSOFTW
IIFL
CENTURYPLY
COHANCE
BAYERCROP
CAPLIPOINT
IEX
NH
GPPL
BSOFT
TANLA
CANFINHOME
SUMICHEM
HINDCOPPER
CHENNPETRO
GESHIP
NBCC
MANAPPURAM
POLYMED
RITES
EIDPARRY
JINDALSAW
ANGELONE
IRCON
HOMEFIRST
FINPIPE
JYOTHYLAB
GILLETTE
AEGISLOG
TRIVENI
METROPOLIS
JWL
GRAVITA
ASTRAZEN
CDSL
GNFC
LTFOODS
MGL
LALPATHLAB
GMDCLTD
PRAJIND
BASF
MASTEK
ENGINERSIN
OLECTRA
FSL
NEWGEN
AAVAS
BLS
GODREJAGRO
ZENSARTECH
WELSPUNLIV
ACE
AFFLE
SAREGAMA
KIRLOSBROS
SCHNEIDER
HBLENGINE
PFIZER
PCBL
ZENTEC
GPIL
SARDAEN
TECHNOE
GRSE
