ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY MIDCAP 50
IDEA
BSE
OIL
PAYTM
ASHOKLEY
MAXHEALTH
GODREJPROP
POLICYBZR
YESBANK
PRESTIGE
LUPIN
FEDERALBNK
PHOENIXLTD
POLYCAB
PETRONET
ASTRAL
AUROPHARMA
ALKEM
PERSISTENT
PAGEIND
OFSS
MUTHOOTFIN
GMRAIRPORT
DIXON
NHPC
VOLTAS
COLPAL
COFORGE
MARICO
PIIND
TIINDIA
NMDC
SAIL
MRF
CONCOR
SUPREMEIND
HDFCAMC
BHEL
IRCTC
INDUSTOWER
BHARATFORG
TORNTPOWER
CUMMINSIND
SRF
MPHASIS
IDFCFIRSTB
SBICARD
HINDPETRO
OBEROIRLTY
AUBANK
