ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY MIDCAP SELECT
IDEA
BSE
ASHOKLEY
MAXHEALTH
GODREJPROP
POLICYBZR
YESBANK
LUPIN
POLYCAB
AUROPHARMA
PERSISTENT
OFSS
DIXON
VOLTAS
COLPAL
COFORGE
MARICO
HDFCAMC
BHEL
INDUSTOWER
BHARATFORG
CUMMINSIND
SRF
MPHASIS
HINDPETRO
