ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY500 MOMENTUM 50
GODFRYPHLP
CEATLTD
BSE
REDINGTON
FORTIS
PAYTM
MAXHEALTH
AMBER
COROMANDEL
PGEL
MCX
ERIS
INTELLECT
HDFCLIFE
PERSISTENT
WELCORP
MUTHOOTFIN
RPOWER
SBILIFE
MFSL
RADICO
KAYNES
COFORGE
NH
INDIGO
PTCIL
MANAPPURAM
HOMEFIRST
CHOLAFIN
POWERINDIA
LTFOODS
KOTAKBANK
DIVISLAB
SRF
LLOYDSME
BAJAJFINSV
DEEPAKFERT
ASTERDM
FSL
SBICARD
BHARTIHEXA
BAJFINANCE
SOLARINDS
GLAXO
BDL
MAZDOCK
ZENTEC
NAVINFLUOR
BERGEPAINT
GRSE
