ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY SMALLCAP250 QUALITY 50
ANANDRATHI
INDIAMART
ECLERX
CYIENT
JBCHEPHARM
KNRCON
CAMS
MAHSEAMLES
CASTROLIND
TRITURBINE
CREDITACC
UTIAMC
ARE&M
KAJARIACER
SONATSOFTW
BAYERCROP
CAPLIPOINT
TIMKEN
IEX
GPPL
BSOFT
CANFINHOME
SUMICHEM
MANAPPURAM
KARURVYSYA
POLYMED
RITES
ANGELONE
JYOTHYLAB
GILLETTE
RAILTEL
METROPOLIS
ASTRAZEN
CDSL
LTFOODS
MGL
FINCABLES
LALPATHLAB
PRAJIND
HAPPSTMNDS
MASTEK
ENGINERSIN
BLS
ZENSARTECH
ACE
GSPL
AFFLE
KIRLOSBROS
PFIZER
GPIL
