ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY500 EQUAL WEIGHT
NEULANDLAB
OLAELEC
JPPOWER
ANANDRATHI
GODFRYPHLP
IDEA
ALIVUS
PEL
SAILIFE
USHAMART
HEG
INDIAMART
CEATLTD
APLLTD
MANKIND
GRAPHITE
LAURUSLABS
EMCURE
BEML
BSE
ZEEL
GRANULES
BOSCHLTD
HSCL
PPLPHARMA
KEI
ECLERX
IFCI
WOCKPHARMA
ENDURANCE
RRKABEL
J&KBANK
OIL
SOBHA
CESC
GODIGIT
REDINGTON
ADANIGREEN
FORTIS
ETERNAL
TORNTPHARM
HINDZINC
DBREALTY
PAYTM
ASHOKLEY
JMFINANCIL
MAXHEALTH
VMM
MINDACORP
NAVA
SYNGENE
WAAREEENER
BAJAJHLDNG
JUBLPHARMA
AMBER
GODREJPROP
COROMANDEL
UNIONBANK
POLICYBZR
BLUEDART
PGEL
SCHAEFFLER
MCX
CONCORDBIO
TBOTEK
VBL
NIVABUPA
ERIS
SWIGGY
GICRE
MEDANTA
BRIGADE
NETWORK18
CHALET
TATACHEM
CYIENT
AIAENG
NETWEB
TVSMOTOR
ANANTRAJ
YESBANK
TATAELXSI
CUB
HYUNDAI
CAMPUS
CARBORUNIV
NATCOPHARM
BLUESTARCO
PRESTIGE
SWSOLAR
ATUL
JSWHL
TARIL
AADHARHFC
JBCHEPHARM
GLAND
INTELLECT
LUPIN
FEDERALBNK
CHAMBLFERT
ICICIPRULI
CLEAN
LODHA
PHOENIXLTD
NAUKRI
CANBK
ABREL
MOTHERSON
BANKBARODA
TEJASNET
KNRCON
CAMS
SONACOMS
POLYCAB
ELECON
IGIL
PETRONET
FIRSTCRY
JKTYRE
MAHSEAMLES
NCC
CASTROLIND
ASTRAL
JSWENERGY
TATAPOWER
IDBI
BIOCON
HFCL
WESTLIFE
TRITURBINE
GLENMARK
UPL
DLF
TITAN
VEDL
CROMPTON
CREDITACC
AUROPHARMA
UTIAMC
NYKAA
NUVAMA
DCMSHRIRAM
HDFCLIFE
SIEMENS
FIVESTAR
ALKEM
PERSISTENT
CGPOWER
ONGC
WELCORP
GRASIM
PAGEIND
OFSS
SUNTV
MUTHOOTFIN
M&MFIN
ARE&M
KAJARIACER
RPOWER
KEC
GAIL
AJANTPHARM
GMRAIRPORT
ADANIPOWER
PNBHOUSING
RAINBOW
IRB
ALKYLAMINE
INDUSINDBK
KIRLOSENG
SUNDARMFIN
SBILIFE
JKCEMENT
APARINDS
DIXON
TITAGARH
ABSLAMC
COALINDIA
ALOKINDS
EXIDEIND
ADANIENT
MAPMYINDIA
NHPC
ITI
TATATECH
MFSL
JSL
SONATSOFTW
HONAUT
CGCL
RADICO
M&M
UNOMINDA
IIFL
HEROMOTOCO
SJVN
IKS
ITC
AMBUJACEM
CENTURYPLY
SUNPHARMA
KALYANKJIL
ABCAPITAL
JUBLFOOD
ADANIENSOL
SYRMA
SHYAMMETL
AARTIIND
IPCALAB
PNCINFRA
VOLTAS
PNB
FLUOROCHEM
PATANJALI
JYOTICNC
KFINTECH
ATGL
COHANCE
BAYERCROP
PREMIERENE
KPIL
HAL
NAM-INDIA
MAHABANK
SAGILITY
LTF
LICHSGFIN
INDIANB
DATAPATTNS
BANKINDIA
CAPLIPOINT
KAYNES
ZFCVINDIA
APOLLOHOSP
COLPAL
TIMKEN
COFORGE
WHIRLPOOL
UNITDSPR
SHRIRAMFIN
JSWSTEEL
IEX
NH
KIMS
GPPL
TTML
TATASTEEL
BSOFT
INDIGO
LINDEINDIA
HUDCO
TANLA
CANFINHOME
ULTRACEMCO
BRITANNIA
CRISIL
PTCIL
MARICO
ELGIEQUIP
BAJAJ-AUTO
PIIND
INOXWIND
SUMICHEM
MSUMI
HINDCOPPER
CHENNPETRO
DEVYANI
GESHIP
ICICIGI
RVNL
ADANIPORTS
NBCC
TIINDIA
CRAFTSMAN
NMDC
BHARTIARTL
SBIN
SAIL
RHIM
MOTILALOFS
MANAPPURAM
MMTC
UCOBANK
NATIONALUM
KARURVYSYA
SUNDRMFAST
ICICIBANK
POLYMED
RITES
INDGN
3MINDIA
BATAINDIA
MRF
JSWINFRA
CONCOR
EIDPARRY
SIGNATURE
JINDALSAW
ANGELONE
KPITTECH
HDFCBANK
SUPREMEIND
VIJAYA
ABFRL
INDIACEM
AXISBANK
HINDUNILVR
NLCINDIA
IRCON
KANSAINER
RAYMONDLSL
TATACOMM
CIPLA
HOMEFIRST
VGUARD
FINPIPE
SAPPHIRE
JUBLINGREA
JYOTHYLAB
HAVELLS
SHREECEM
POONAWALLA
EMAMILTD
BALKRISIND
ROUTE
BANDHANBNK
GILLETTE
POWERGRID
DRREDDY
ABBOTINDIA
BPCL
JINDALSTEL
NIACL
HDFCAMC
AEGISLOG
JBMA
APLAPOLLO
BHEL
IRCTC
MARUTI
ACC
AWL
NTPC
INDUSTOWER
TRIVENI
IOC
IGL
CENTRALBK
BHARATFORG
RAILTEL
EIHOTEL
UBL
CHOLAFIN
GODREJIND
POWERINDIA
BEL
NESTLEIND
METROPOLIS
INOXINDIA
JWL
360ONE
TORNTPOWER
GRAVITA
RECLTD
ASTRAZEN
RCF
CDSL
TATACONSUM
IREDA
CUMMINSIND
SKFINDIA
RELIANCE
MRPL
GNFC
HINDALCO
LTFOODS
AFCONS
RBLBANK
RENUKA
KOTAKBANK
MGL
LICI
SWANENERGY
MANYAVAR
IOB
SUZLON
DIVISLAB
DALBHARAT
THERMAX
FINCABLES
BAJAJHFL
LALPATHLAB
SRF
GMDCLTD
PRAJIND
GUJGASLTD
LLOYDSME
HAPPSTMNDS
MPHASIS
DABUR
CERA
BAJAJFINSV
IRFC
DELHIVERY
JUSTDIAL
LEMONTREE
BASF
DEEPAKFERT
AKUMS
LTIM
MASTEK
ZYDUSLIFE
LATENTVIEW
BIKAJI
VTL
TRENT
ESCORTS
PVRINOX
BALRAMCHIN
PFC
IDFCFIRSTB
DOMS
STARHEALTH
TATAINVEST
BBTC
ENGINERSIN
KPRMILL
APOLLOTYRE
TATAMOTORS
ASTERDM
OLECTRA
FACT
DEEPAKNTR
INDHOTEL
FSL
NEWGEN
PIDILITIND
APTUS
TCS
AAVAS
BLS
GODREJAGRO
CHOLAHLDNG
DMART
ZENSARTECH
EICHERMOT
HONASA
SBICARD
WELSPUNLIV
LT
ACE
TRIDENT
GSPL
BHARTIHEXA
ASIANPAINT
BAJFINANCE
SBFC
GODREJCP
SOLARINDS
HCLTECH
INFY
AFFLE
RAMCOCEM
LTTS
SAREGAMA
ACMESOLAR
RAYMOND
WIPRO
ASAHIINDIA
HINDPETRO
KIRLOSBROS
NSLNISP
AIIL
GLAXO
SCHNEIDER
TECHM
OBEROIRLTY
ABB
HBLENGINE
PFIZER
BDL
PCBL
NTPCGREEN
MAZDOCK
RKFORGE
JIOFIN
AUBANK
SCI
ZENTEC
NAVINFLUOR
GVT&D
SAMMAANCAP
CCL
GPIL
COCHINSHIP
BERGEPAINT
SARDAEN
RTNINDIA
TECHNOE
GRSE
