ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY HEALTHCARE INDEX
MANKIND
LAURUSLABS
GRANULES
FORTIS
TORNTPHARM
MAXHEALTH
SYNGENE
LUPIN
BIOCON
GLENMARK
AUROPHARMA
ALKEM
SUNPHARMA
IPCALAB
APOLLOHOSP
CIPLA
DRREDDY
ABBOTINDIA
DIVISLAB
ZYDUSLIFE
