ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY SHARIAH 25
LUPIN
PERSISTENT
ONGC
GAIL
DIXON
COALINDIA
HEROMOTOCO
APOLLOHOSP
COFORGE
ULTRACEMCO
TIINDIA
HINDUNILVR
CIPLA
HAVELLS
DRREDDY
NESTLEIND
TATACONSUM
CUMMINSIND
LTIM
PIDILITIND
TCS
ASIANPAINT
GODREJCP
HCLTECH
TECHM
