ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY MIDCAP150 MOMENTUM 50
BSE
FORTIS
PAYTM
MAXHEALTH
COROMANDEL
POLICYBZR
LUPIN
FEDERALBNK
BIOCON
UPL
NYKAA
PERSISTENT
PAGEIND
MUTHOOTFIN
SUNDARMFIN
JKCEMENT
DIXON
MFSL
UNOMINDA
KALYANKJIL
JUBLFOOD
IPCALAB
LTF
INDIANB
COFORGE
CRISIL
MARICO
RVNL
MRF
ABBOTINDIA
HDFCAMC
APLAPOLLO
INDUSTOWER
IGL
GODREJIND
POWERINDIA
SUZLON
DALBHARAT
SRF
LLOYDSME
KPRMILL
SBICARD
BHARTIHEXA
SOLARINDS
HINDPETRO
GLAXO
BDL
MAZDOCK
AUBANK
BERGEPAINT
