ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY NON-CYCLICAL CONSUMER
IDEA
ETERNAL
VBL
NAUKRI
TITAN
CROMPTON
NYKAA
PAGEIND
DIXON
ITC
JUBLFOOD
VOLTAS
COLPAL
UNITDSPR
INDIGO
BRITANNIA
MARICO
BHARTIARTL
HINDUNILVR
TATACOMM
HAVELLS
IRCTC
NESTLEIND
TATACONSUM
DABUR
TRENT
INDHOTEL
DMART
ASIANPAINT
GODREJCP
