ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY ALPHA LOW-VOLATILITY 30
BOSCHLTD
TORNTPHARM
TVSMOTOR
LUPIN
HDFCLIFE
GRASIM
PAGEIND
SBILIFE
ITC
SUNPHARMA
APOLLOHOSP
UNITDSPR
ULTRACEMCO
BRITANNIA
ICICIGI
BHARTIARTL
ICICIBANK
HDFCBANK
SHREECEM
DRREDDY
KOTAKBANK
DIVISLAB
BAJAJFINSV
PIDILITIND
TCS
SBICARD
BAJFINANCE
HCLTECH
INFY
TECHM
