ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY ENERGY
JPPOWER
OIL
CESC
ADANIGREEN
PETRONET
CASTROLIND
JSWENERGY
TATAPOWER
TRITURBINE
SIEMENS
CGPOWER
ONGC
RPOWER
GAIL
ADANIPOWER
COALINDIA
NHPC
SJVN
ADANIENSOL
ATGL
INOXWIND
NLCINDIA
POWERGRID
BPCL
AEGISLOG
BHEL
NTPC
IOC
IGL
POWERINDIA
TORNTPOWER
RELIANCE
MGL
SUZLON
THERMAX
GUJGASLTD
GSPL
HINDPETRO
ABB
GVT&D
