ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY INFRASTRUCTURE
ADANIGREEN
ASHOKLEY
MAXHEALTH
GODREJPROP
MOTHERSON
TATAPOWER
DLF
SIEMENS
CGPOWER
ONGC
GRASIM
GAIL
AMBUJACEM
APOLLOHOSP
INDIGO
ULTRACEMCO
ADANIPORTS
BHARTIARTL
SHREECEM
POWERGRID
BPCL
NTPC
INDUSTOWER
IOC
BHARATFORG
CUMMINSIND
RELIANCE
INDHOTEL
LT
HINDPETRO
