ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY MIDCAP150 QUALITY 50
KEI
HINDZINC
SYNGENE
COROMANDEL
SCHAEFFLER
AIAENG
TATAELXSI
POLYCAB
PETRONET
ASTRAL
ALKEM
PERSISTENT
PAGEIND
OFSS
SUNTV
MUTHOOTFIN
AJANTPHARM
APARINDS
DIXON
HONAUT
NAM-INDIA
COLPAL
COFORGE
CRISIL
MARICO
PIIND
TIINDIA
NMDC
MOTILALOFS
3MINDIA
KPITTECH
SUPREMEIND
EMAMILTD
BALKRISIND
ABBOTINDIA
HDFCAMC
APLAPOLLO
IRCTC
IGL
360ONE
CUMMINSIND
GUJGASLTD
MPHASIS
KPRMILL
SOLARINDS
LTTS
GLAXO
BDL
MAZDOCK
BERGEPAINT
