ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY 50
ETERNAL
TITAN
HDFCLIFE
ONGC
GRASIM
INDUSINDBK
SBILIFE
COALINDIA
ADANIENT
M&M
HEROMOTOCO
ITC
SUNPHARMA
APOLLOHOSP
SHRIRAMFIN
JSWSTEEL
TATASTEEL
ULTRACEMCO
BAJAJ-AUTO
ADANIPORTS
BHARTIARTL
SBIN
ICICIBANK
HDFCBANK
AXISBANK
HINDUNILVR
CIPLA
POWERGRID
DRREDDY
MARUTI
NTPC
BEL
NESTLEIND
TATACONSUM
RELIANCE
HINDALCO
KOTAKBANK
BAJAJFINSV
TRENT
TATAMOTORS
TCS
EICHERMOT
LT
ASIANPAINT
BAJFINANCE
HCLTECH
INFY
WIPRO
TECHM
JIOFIN
