ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY50 VALUE 20
ONGC
GRASIM
INDUSINDBK
COALINDIA
HEROMOTOCO
ITC
BAJAJ-AUTO
SBIN
ICICIBANK
CIPLA
POWERGRID
DRREDDY
MARUTI
NTPC
HINDALCO
TATAMOTORS
TCS
HCLTECH
INFY
WIPRO
