ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY MIDCAP 100
OLAELEC
IDEA
MANKIND
BSE
OIL
HINDZINC
PAYTM
ASHOKLEY
MAXHEALTH
VMM
WAAREEENER
GODREJPROP
UNIONBANK
POLICYBZR
YESBANK
TATAELXSI
PRESTIGE
LUPIN
FEDERALBNK
PHOENIXLTD
SONACOMS
POLYCAB
PETRONET
ASTRAL
BIOCON
GLENMARK
UPL
AUROPHARMA
NYKAA
ALKEM
PERSISTENT
PAGEIND
OFSS
MUTHOOTFIN
M&MFIN
GMRAIRPORT
IRB
DIXON
EXIDEIND
NHPC
TATATECH
MFSL
SJVN
KALYANKJIL
ABCAPITAL
JUBLFOOD
VOLTAS
PATANJALI
ATGL
PREMIERENE
MAHABANK
LTF
LICHSGFIN
INDIANB
BANKINDIA
COLPAL
COFORGE
HUDCO
MARICO
PIIND
RVNL
TIINDIA
NMDC
SAIL
MOTILALOFS
NATIONALUM
MRF
CONCOR
KPITTECH
SUPREMEIND
ABFRL
TATACOMM
BANDHANBNK
HDFCAMC
APLAPOLLO
BHEL
IRCTC
ACC
INDUSTOWER
IGL
BHARATFORG
TORNTPOWER
IREDA
CUMMINSIND
SUZLON
SRF
MPHASIS
ESCORTS
IDFCFIRSTB
APOLLOTYRE
SBICARD
BHARTIHEXA
SOLARINDS
HINDPETRO
OBEROIRLTY
BDL
NTPCGREEN
MAZDOCK
AUBANK
COCHINSHIP
