ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY MICROCAP 250
ABDL
AHLUCONT
VIPIND
SPANDANA
BLUEJET
SUPRAJIT
CARTRADE
TEGA
SUPRIYA
UJJIVANSFB
SHOPERSTOP
PARADEEP
BANCOINDIA
RELINFRA
EMUDHRA
RALLIS
INNOVACAP
GMMPFAUDLR
IONEXCHANG
STAR
MARKSANS
FINEORG
PRUDENT
HATHWAY
AVALON
GABRIEL
YATHARTH
PGIL
SAMHI
CSBBANK
WELENT
SUDARSCHEM
TIMETECHNO
AURIONPRO
BANSALWIRE
AARTIDRUGS
STLTECH
TDPOWERSYS
HEIDELBERG
SHAREINDIA
BALUFORGE
ACI
VENUSPIPES
STYLAMIND
FORCEMOT
FIEMIND
KTKBANK
DODLA
JAIBALAJI
THOMASCOOK
TI
AVL
NEOGEN
KPIGREEN
GOKEX
AGI
SPARC
MAXESTATES
IFBIND
MEDPLUS
IXIGO
JCHAC
GRINFRA
WEBELSOLAR
SOUTHBANK
GREAVESCOT
ARVIND
GARFIBRES
PNGJL
EIEL
ACUTAAS
SUNTECK
TRANSRAILL
SANSERA
GHCL
HIKAL
TIPSMUSIC
GREENPANEL
EPIGRAL
VSTIND
JKIL
ANUP
SYMPHONY
INGERRAND
BLACKBUCK
NUVOCO
EPL
ASKAUTOLTD
PRSMJOHNSN
AARTIPHARM
CELLO
SHILPAMED
SEQUENT
SANOFI
GATEWAY
CIGNITITEC
SENCO
GANECOS
ALLCARGO
ASTRAMICRO
DCBBANK
VMART
DATAMATICS
GRWRHITECH
OPTIEMUS
JAICORPLTD
BIRLACORPN
RAIN
GOPAL
ORCHPHARMA
TEAMLEASE
NESCO
GAEL
ISGEC
IMFA
BEPL
GMRP&UI
VESUVIUS
DHANI
SBCL
INDIGOPNTS
BECTORFOOD
HEMIPROP
VAIBHAVGBL
THANGAMAYL
EDELWEISS
BOROLTD
RAJESHEXPO
GREENPLY
NAZARA
LXCHEM
PATELENG
CMSINFO
PAISALO
RATEGAIN
ZYDUSWELL
PTC
ZAGGLE
SFL
SHAILY
SULA
EASEMYTRIP
JSFB
SAFARI
LUXIND
AKZOINDIA
VOLTAMP
INFIBEAM
SHAKTIPUMP
EQUITASBNK
ASHOKA
FCL
JINDWORLD
GSFC
REFEX
DBL
MAHLIFE
ETHOSLTD
AETHER
CIEINDIA
NFL
KSL
MAHSCOOTER
STARCEMENT
RBA
UNIMECH
INDIAGLYCO
POLYPLEX
JKLAKSHMI
SKIPPER
NOCIL
HCC
IIFLCAPS
ARVINDFASN
MSTCLTD
ICIL
BAJAJHIND
IMAGICAA
ITDCEM
JAMNAAUTO
ORISSAMINE
BBL
SANOFICONR
DCAL
RESPONIND
TARC
ROSSARI
HERITGFOOD
PRICOLLTD
MOIL
GULFOILLUB
EUREKAFORB
CHEMPLASTS
WONDERLA
KSCL
GANESHHOUC
PARKHOTELS
EMIL
DCXINDIA
JKPAPER
MTARTECH
JISLJALEQS
CEIGALL
RELIGARE
BOMDYEING
TVSSCS
PCJEWELLER
MANINFRA
ENTERO
INDIASHLTR
SHRIPISTON
CYIENTDLM
TIRUMALCHM
HGINFRA
HCG
BALAMINES
INOXGREEN
KSB
SUBROS
AWFIS
VARROC
DYNAMATECH
KIRLPNU
ORIENTCEM
FDC
REDTAPE
LLOYDSENGG
BORORENEW
VENTIVE
WABAG
LMW
CHOICEIN
LLOYDSENT
SUNFLAG
RTNPOWER
PARAS
AZAD
TEXRAIL
POWERMECH
TIIL
KRBL
ELECTCAST
MIDHANI
JTLIND
AVANTIFEED
EMBDL
PRINCEPIPE
SURYAROSNI
ADVENZYMES
SHARDACROP
