ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY500 LOW VOLATILITY 50
TORNTPHARM
SYNGENE
TVSMOTOR
FEDERALBNK
ICICIPRULI
ASTRAL
HDFCLIFE
PAGEIND
SBILIFE
TATATECH
MFSL
HONAUT
HEROMOTOCO
APOLLOHOSP
COLPAL
BRITANNIA
MARICO
BAJAJ-AUTO
PIIND
MSUMI
ICICIGI
SBIN
BATAINDIA
MRF
CIPLA
HAVELLS
DRREDDY
MARUTI
UBL
METROPOLIS
KOTAKBANK
DIVISLAB
DALBHARAT
LALPATHLAB
SRF
HAPPSTMNDS
DABUR
BAJAJFINSV
LTIM
ZYDUSLIFE
IDFCFIRSTB
STARHEALTH
EICHERMOT
SBICARD
BAJFINANCE
GODREJCP
RAMCOCEM
WIPRO
TECHM
BERGEPAINT
