ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY SMALLCAP 250
NEULANDLAB
JPPOWER
ANANDRATHI
GODFRYPHLP
ALIVUS
PEL
SAILIFE
USHAMART
HEG
INDIAMART
CEATLTD
APLLTD
GRAPHITE
LAURUSLABS
EMCURE
BEML
ZEEL
GRANULES
HSCL
PPLPHARMA
ECLERX
IFCI
WOCKPHARMA
RRKABEL
J&KBANK
SOBHA
CESC
GODIGIT
REDINGTON
DBREALTY
JMFINANCIL
MINDACORP
NAVA
JUBLPHARMA
AMBER
BLUEDART
PGEL
MCX
CONCORDBIO
TBOTEK
NIVABUPA
ERIS
BRIGADE
NETWORK18
CHALET
TATACHEM
CYIENT
NETWEB
ANANTRAJ
CUB
CAMPUS
CARBORUNIV
NATCOPHARM
SWSOLAR
ATUL
JSWHL
TARIL
AADHARHFC
JBCHEPHARM
INTELLECT
CHAMBLFERT
CLEAN
ABREL
TEJASNET
KNRCON
CAMS
ELECON
IGIL
FIRSTCRY
JKTYRE
MAHSEAMLES
NCC
CASTROLIND
IDBI
HFCL
WESTLIFE
TRITURBINE
CROMPTON
CREDITACC
UTIAMC
NUVAMA
DCMSHRIRAM
FIVESTAR
WELCORP
ARE&M
KAJARIACER
RPOWER
KEC
PNBHOUSING
RAINBOW
ALKYLAMINE
KIRLOSENG
TITAGARH
ABSLAMC
ALOKINDS
MAPMYINDIA
ITI
SONATSOFTW
CGCL
RADICO
IIFL
IKS
CENTURYPLY
SYRMA
SHYAMMETL
AARTIIND
PNCINFRA
JYOTICNC
KFINTECH
COHANCE
BAYERCROP
KPIL
SAGILITY
DATAPATTNS
CAPLIPOINT
KAYNES
ZFCVINDIA
TIMKEN
WHIRLPOOL
IEX
NH
KIMS
GPPL
TTML
BSOFT
TANLA
CANFINHOME
PTCIL
ELGIEQUIP
INOXWIND
SUMICHEM
HINDCOPPER
CHENNPETRO
DEVYANI
GESHIP
NBCC
CRAFTSMAN
RHIM
MANAPPURAM
MMTC
UCOBANK
KARURVYSYA
SUNDRMFAST
POLYMED
RITES
INDGN
BATAINDIA
EIDPARRY
SIGNATURE
JINDALSAW
ANGELONE
VIJAYA
INDIACEM
IRCON
KANSAINER
RAYMONDLSL
HOMEFIRST
VGUARD
FINPIPE
SAPPHIRE
JUBLINGREA
JYOTHYLAB
POONAWALLA
ROUTE
GILLETTE
AEGISLOG
JBMA
TRIVENI
CENTRALBK
RAILTEL
EIHOTEL
METROPOLIS
INOXINDIA
JWL
GRAVITA
ASTRAZEN
RCF
CDSL
SKFINDIA
GNFC
LTFOODS
AFCONS
RBLBANK
RENUKA
MGL
SWANENERGY
MANYAVAR
IOB
FINCABLES
LALPATHLAB
GMDCLTD
PRAJIND
HAPPSTMNDS
CERA
DELHIVERY
JUSTDIAL
LEMONTREE
BASF
DEEPAKFERT
AKUMS
MASTEK
LATENTVIEW
BIKAJI
VTL
PVRINOX
BALRAMCHIN
DOMS
BBTC
ENGINERSIN
ASTERDM
OLECTRA
FACT
FSL
NEWGEN
APTUS
AAVAS
BLS
GODREJAGRO
CHOLAHLDNG
ZENSARTECH
HONASA
WELSPUNLIV
ACE
TRIDENT
GSPL
SBFC
AFFLE
RAMCOCEM
SAREGAMA
ACMESOLAR
RAYMOND
ASAHIINDIA
KIRLOSBROS
NSLNISP
AIIL
SCHNEIDER
HBLENGINE
PFIZER
PCBL
RKFORGE
SCI
ZENTEC
NAVINFLUOR
SAMMAANCAP
CCL
GPIL
SARDAEN
RTNINDIA
TECHNOE
GRSE
