ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY SMALLCAP 100
NEULANDLAB
GODFRYPHLP
PEL
INDIAMART
LAURUSLABS
BEML
HSCL
PPLPHARMA
IFCI
CESC
GODIGIT
REDINGTON
AMBER
PGEL
MCX
BRIGADE
TATACHEM
CYIENT
ANANTRAJ
NATCOPHARM
ATUL
AADHARHFC
CHAMBLFERT
ABREL
TEJASNET
CAMS
IGIL
FIRSTCRY
NCC
CASTROLIND
IDBI
HFCL
TRITURBINE
CROMPTON
CREDITACC
NUVAMA
FIVESTAR
WELCORP
ARE&M
RPOWER
KEC
PNBHOUSING
TITAGARH
ITI
SONATSOFTW
RADICO
IIFL
IKS
SHYAMMETL
AARTIIND
KFINTECH
KPIL
SAGILITY
DATAPATTNS
KAYNES
IEX
NH
TTML
BSOFT
INOXWIND
HINDCOPPER
DEVYANI
GESHIP
NBCC
MANAPPURAM
KARURVYSYA
RITES
BATAINDIA
SIGNATURE
ANGELONE
IRCON
POONAWALLA
AEGISLOG
JBMA
RAILTEL
JWL
CDSL
AFCONS
MGL
SWANENERGY
LALPATHLAB
DELHIVERY
PVRINOX
ASTERDM
FSL
NEWGEN
BLS
ZENSARTECH
WELSPUNLIV
ACE
TRIDENT
GSPL
AFFLE
RAMCOCEM
HBLENGINE
PCBL
RKFORGE
ZENTEC
NAVINFLUOR
GRSE
