ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
NEULANDLAB
LAURUSLABS
GRANULES
HSCL
PPLPHARMA
ASHOKLEY
AMBER
TATACHEM
CARBORUNIV
NATCOPHARM
ATUL
JBCHEPHARM
LUPIN
CHAMBLFERT
ABREL
TEJASNET
SONACOMS
POLYCAB
CASTROLIND
ASTRAL
GLENMARK
UPL
CROMPTON
AUROPHARMA
ALKEM
WELCORP
PAGEIND
ARE&M
KAJARIACER
DIXON
TITAGARH
EXIDEIND
M&M
HEROMOTOCO
SUNPHARMA
AARTIIND
VOLTAS
COHANCE
HAL
KAYNES
TIMKEN
WHIRLPOOL
JSWSTEEL
TATASTEEL
ELGIEQUIP
BAJAJ-AUTO
PIIND
INOXWIND
HINDCOPPER
TIINDIA
NATIONALUM
BATAINDIA
MRF
SUPREMEIND
CIPLA
FINPIPE
BALKRISIND
DRREDDY
BHEL
MARUTI
BHARATFORG
BEL
CUMMINSIND
SKFINDIA
RELIANCE
HINDALCO
FINCABLES
SRF
PRAJIND
TATAMOTORS
DEEPAKNTR
EICHERMOT
HINDPETRO
RKFORGE
NAVINFLUOR
