ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY SERVICES SECTOR
ETERNAL
MAXHEALTH
NAUKRI
TATAPOWER
HDFCLIFE
GAIL
INDUSINDBK
SBILIFE
APOLLOHOSP
SHRIRAMFIN
INDIGO
ADANIPORTS
BHARTIARTL
SBIN
ICICIBANK
HDFCBANK
AXISBANK
POWERGRID
NTPC
KOTAKBANK
BAJAJFINSV
LTIM
TCS
DMART
BAJFINANCE
HCLTECH
INFY
WIPRO
TECHM
JIOFIN
