ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY LARGEMIDCAP 250
OLAELEC
IDEA
MANKIND
BSE
BOSCHLTD
KEI
ENDURANCE
OIL
ADANIGREEN
FORTIS
ETERNAL
TORNTPHARM
HINDZINC
PAYTM
ASHOKLEY
MAXHEALTH
VMM
SYNGENE
WAAREEENER
BAJAJHLDNG
GODREJPROP
COROMANDEL
UNIONBANK
POLICYBZR
SCHAEFFLER
VBL
SWIGGY
GICRE
MEDANTA
AIAENG
TVSMOTOR
YESBANK
TATAELXSI
HYUNDAI
BLUESTARCO
PRESTIGE
GLAND
LUPIN
FEDERALBNK
ICICIPRULI
LODHA
PHOENIXLTD
NAUKRI
CANBK
MOTHERSON
BANKBARODA
SONACOMS
POLYCAB
PETRONET
ASTRAL
JSWENERGY
TATAPOWER
BIOCON
GLENMARK
UPL
DLF
TITAN
VEDL
AUROPHARMA
NYKAA
HDFCLIFE
SIEMENS
ALKEM
PERSISTENT
CGPOWER
ONGC
GRASIM
PAGEIND
OFSS
SUNTV
MUTHOOTFIN
M&MFIN
GAIL
AJANTPHARM
GMRAIRPORT
ADANIPOWER
IRB
INDUSINDBK
SUNDARMFIN
SBILIFE
JKCEMENT
APARINDS
DIXON
COALINDIA
EXIDEIND
ADANIENT
NHPC
TATATECH
MFSL
JSL
HONAUT
M&M
UNOMINDA
HEROMOTOCO
SJVN
ITC
AMBUJACEM
SUNPHARMA
KALYANKJIL
ABCAPITAL
JUBLFOOD
ADANIENSOL
IPCALAB
VOLTAS
PNB
FLUOROCHEM
PATANJALI
ATGL
PREMIERENE
HAL
NAM-INDIA
MAHABANK
LTF
LICHSGFIN
INDIANB
BANKINDIA
APOLLOHOSP
COLPAL
COFORGE
UNITDSPR
SHRIRAMFIN
JSWSTEEL
TATASTEEL
INDIGO
LINDEINDIA
HUDCO
ULTRACEMCO
BRITANNIA
CRISIL
MARICO
BAJAJ-AUTO
PIIND
MSUMI
ICICIGI
RVNL
ADANIPORTS
TIINDIA
NMDC
BHARTIARTL
SBIN
SAIL
MOTILALOFS
NATIONALUM
ICICIBANK
3MINDIA
MRF
JSWINFRA
CONCOR
KPITTECH
HDFCBANK
SUPREMEIND
ABFRL
AXISBANK
HINDUNILVR
NLCINDIA
TATACOMM
CIPLA
HAVELLS
SHREECEM
EMAMILTD
BALKRISIND
BANDHANBNK
POWERGRID
DRREDDY
ABBOTINDIA
BPCL
JINDALSTEL
NIACL
HDFCAMC
APLAPOLLO
BHEL
IRCTC
MARUTI
ACC
AWL
NTPC
INDUSTOWER
IOC
IGL
BHARATFORG
UBL
CHOLAFIN
GODREJIND
POWERINDIA
BEL
NESTLEIND
360ONE
TORNTPOWER
RECLTD
TATACONSUM
IREDA
CUMMINSIND
RELIANCE
MRPL
HINDALCO
KOTAKBANK
LICI
SUZLON
DIVISLAB
DALBHARAT
THERMAX
BAJAJHFL
SRF
GUJGASLTD
LLOYDSME
MPHASIS
DABUR
BAJAJFINSV
IRFC
LTIM
ZYDUSLIFE
TRENT
ESCORTS
PFC
IDFCFIRSTB
STARHEALTH
TATAINVEST
KPRMILL
APOLLOTYRE
TATAMOTORS
DEEPAKNTR
INDHOTEL
PIDILITIND
TCS
DMART
EICHERMOT
SBICARD
LT
BHARTIHEXA
ASIANPAINT
BAJFINANCE
GODREJCP
SOLARINDS
HCLTECH
INFY
LTTS
WIPRO
HINDPETRO
GLAXO
TECHM
OBEROIRLTY
ABB
BDL
NTPCGREEN
MAZDOCK
JIOFIN
AUBANK
GVT&D
COCHINSHIP
BERGEPAINT
