ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY 200
OLAELEC
IDEA
MANKIND
BSE
BOSCHLTD
OIL
ADANIGREEN
ETERNAL
TORNTPHARM
HINDZINC
PAYTM
ASHOKLEY
MAXHEALTH
VMM
WAAREEENER
BAJAJHLDNG
GODREJPROP
UNIONBANK
POLICYBZR
VBL
SWIGGY
TVSMOTOR
YESBANK
TATAELXSI
HYUNDAI
PRESTIGE
LUPIN
FEDERALBNK
ICICIPRULI
LODHA
PHOENIXLTD
NAUKRI
CANBK
MOTHERSON
BANKBARODA
SONACOMS
POLYCAB
PETRONET
ASTRAL
JSWENERGY
TATAPOWER
BIOCON
GLENMARK
UPL
DLF
TITAN
VEDL
AUROPHARMA
NYKAA
HDFCLIFE
SIEMENS
ALKEM
PERSISTENT
CGPOWER
ONGC
GRASIM
PAGEIND
OFSS
MUTHOOTFIN
M&MFIN
GAIL
GMRAIRPORT
ADANIPOWER
IRB
INDUSINDBK
SBILIFE
DIXON
COALINDIA
EXIDEIND
ADANIENT
NHPC
TATATECH
MFSL
M&M
HEROMOTOCO
SJVN
ITC
AMBUJACEM
SUNPHARMA
KALYANKJIL
ABCAPITAL
JUBLFOOD
ADANIENSOL
VOLTAS
PNB
PATANJALI
ATGL
PREMIERENE
HAL
MAHABANK
LTF
LICHSGFIN
INDIANB
BANKINDIA
APOLLOHOSP
COLPAL
COFORGE
UNITDSPR
SHRIRAMFIN
JSWSTEEL
TATASTEEL
INDIGO
HUDCO
ULTRACEMCO
BRITANNIA
MARICO
BAJAJ-AUTO
PIIND
ICICIGI
RVNL
ADANIPORTS
TIINDIA
NMDC
BHARTIARTL
SBIN
SAIL
MOTILALOFS
NATIONALUM
ICICIBANK
MRF
CONCOR
KPITTECH
HDFCBANK
SUPREMEIND
ABFRL
AXISBANK
HINDUNILVR
TATACOMM
CIPLA
HAVELLS
SHREECEM
BANDHANBNK
POWERGRID
DRREDDY
BPCL
JINDALSTEL
HDFCAMC
APLAPOLLO
BHEL
IRCTC
MARUTI
ACC
NTPC
INDUSTOWER
IOC
IGL
BHARATFORG
CHOLAFIN
BEL
NESTLEIND
TORNTPOWER
RECLTD
TATACONSUM
IREDA
CUMMINSIND
RELIANCE
HINDALCO
KOTAKBANK
LICI
SUZLON
DIVISLAB
BAJAJHFL
SRF
MPHASIS
DABUR
BAJAJFINSV
IRFC
LTIM
ZYDUSLIFE
TRENT
ESCORTS
PFC
IDFCFIRSTB
APOLLOTYRE
TATAMOTORS
INDHOTEL
PIDILITIND
TCS
DMART
EICHERMOT
SBICARD
LT
BHARTIHEXA
ASIANPAINT
BAJFINANCE
GODREJCP
SOLARINDS
HCLTECH
INFY
WIPRO
HINDPETRO
TECHM
OBEROIRLTY
ABB
BDL
NTPCGREEN
MAZDOCK
JIOFIN
AUBANK
COCHINSHIP
