ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY FINANCIAL SERVICES EX-BANK
PEL
BSE
PAYTM
POLICYBZR
MCX
ICICIPRULI
CAMS
HDFCLIFE
MUTHOOTFIN
M&MFIN
SBILIFE
MFSL
ABCAPITAL
LTF
LICHSGFIN
SHRIRAMFIN
IEX
ICICIGI
ANGELONE
HDFCAMC
CHOLAFIN
RECLTD
CDSL
LICI
BAJAJFINSV
IRFC
PFC
SBICARD
BAJFINANCE
JIOFIN
