ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY100 QUALITY 30
BOSCHLTD
VBL
COALINDIA
HEROMOTOCO
ITC
HAL
UNITDSPR
BRITANNIA
BAJAJ-AUTO
HDFCBANK
HINDUNILVR
HAVELLS
DRREDDY
MARUTI
BEL
NESTLEIND
DIVISLAB
DABUR
LTIM
ZYDUSLIFE
PIDILITIND
TCS
EICHERMOT
ASIANPAINT
GODREJCP
HCLTECH
INFY
WIPRO
TECHM
ABB
