ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY DIVIDEND OPPORTUNITIES 50
OIL
CESC
HINDZINC
ASHOKLEY
UNIONBANK
GICRE
CYIENT
CANBK
BANKBARODA
PETRONET
CASTROLIND
VEDL
ONGC
PAGEIND
OFSS
GAIL
COALINDIA
NHPC
HEROMOTOCO
ITC
LICHSGFIN
INDIANB
COLPAL
SHRIRAMFIN
IEX
HUDCO
BRITANNIA
NMDC
SBIN
SAIL
MANAPPURAM
NATIONALUM
HINDUNILVR
POWERGRID
BPCL
HDFCAMC
NTPC
IOC
IGL
RECLTD
CUMMINSIND
MPHASIS
IRFC
PFC
TCS
HCLTECH
INFY
WIPRO
HINDPETRO
TECHM
