ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY MIDSMALLCAP400 MOMENTUM QUALITY 100
NEULANDLAB
GODFRYPHLP
CEATLTD
BSE
HSCL
KEI
ECLERX
OIL
REDINGTON
NAVA
COROMANDEL
PGEL
TATAELXSI
BLUESTARCO
INTELLECT
LUPIN
CAMS
POLYCAB
ELECON
PETRONET
MAHSEAMLES
CASTROLIND
TRITURBINE
GLENMARK
CREDITACC
AUROPHARMA
UTIAMC
PERSISTENT
WELCORP
PAGEIND
OFSS
MUTHOOTFIN
APARINDS
DIXON
UNOMINDA
COHANCE
BAYERCROP
NAM-INDIA
MAHABANK
INDIANB
CAPLIPOINT
COLPAL
COFORGE
IEX
NH
HUDCO
MARICO
PIIND
SUMICHEM
RVNL
NBCC
NMDC
MOTILALOFS
MANAPPURAM
POLYMED
RITES
MRF
ANGELONE
KPITTECH
HOMEFIRST
GILLETTE
HDFCAMC
APLAPOLLO
INDUSTOWER
IGL
POWERINDIA
360ONE
ASTRAZEN
CDSL
CUMMINSIND
LTFOODS
MGL
SUZLON
LALPATHLAB
MPHASIS
BASF
ESCORTS
KPRMILL
FSL
NEWGEN
BLS
ZENSARTECH
SBICARD
ACE
SOLARINDS
AFFLE
LTTS
KIRLOSBROS
GLAXO
SCHNEIDER
HBLENGINE
PFIZER
BDL
MAZDOCK
ZENTEC
GPIL
COCHINSHIP
BERGEPAINT
TECHNOE
GRSE
