ï»¿SYMBOL (shares)
"(â¹ Crores)"""
NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
JPPOWER
IDEA
BEML
OIL
CESC
ASHOKLEY
MAXHEALTH
GODREJPROP
BRIGADE
PRESTIGE
PHOENIXLTD
TEJASNET
SONACOMS
PETRONET
NCC
CASTROLIND
TATAPOWER
HFCL
ONGC
GRASIM
ARE&M
RPOWER
KEC
GMRAIRPORT
KIRLOSENG
TITAGARH
EXIDEIND
NHPC
JYOTICNC
KPIL
KAYNES
ZFCVINDIA
APOLLOHOSP
NH
KIMS
INDIGO
ULTRACEMCO
ELGIEQUIP
INOXWIND
GESHIP
ADANIPORTS
NBCC
TIINDIA
BHARTIARTL
MRF
CONCOR
IRCON
TATACOMM
BALKRISIND
POWERGRID
BPCL
AEGISLOG
BHEL
IRCTC
NTPC
INDUSTOWER
IOC
BHARATFORG
EIHOTEL
TORNTPOWER
CUMMINSIND
RELIANCE
MGL
PRAJIND
DELHIVERY
LEMONTREE
ASTERDM
INDHOTEL
LT
GSPL
RAMCOCEM
ASAHIINDIA
HINDPETRO
OBEROIRLTY
RKFORGE
